user_id,user_gender,country,age_group,traveller_type,join_date
587,Female,Brazil,45-54,Solo,2/23/2022
588,Male,United States,18-24,Solo,5/26/2022
589,Female,Germany,45-54,Business,9/7/2023
590,Other,Australia,45-54,Business,11/28/2024
591,Female,United Kingdom,25-34,Couple,10/17/2022
592,Female,United Arab Emirates,45-54,Couple,11/10/2022
593,Male,Japan,35-44,Couple,9/8/2024
594,Male,China,25-34,Business,9/28/2024
595,Male,Russia,35-44,Family,6/25/2024
596,Male,France,25-34,Couple,10/13/2022
597,Female,Spain,55+,Business,10/28/2021
598,Male,United Kingdom,25-34,Solo,3/29/2025
599,Female,United Arab Emirates,25-34,Business,2/8/2021
600,Male,United States,18-24,Business,2/11/2021
601,Female,United Arab Emirates,35-44,Business,7/7/2024
602,Male,China,35-44,Couple,6/18/2023
603,Male,China,25-34,Business,3/28/2023
604,Male,United States,18-24,Business,12/24/2024
605,Male,Germany,35-44,Couple,3/26/2021
606,Other,Japan,25-34,Business,1/19/2021
607,Other,Germany,35-44,Business,5/29/2024
608,Male,India,35-44,Solo,9/4/2020
609,Other,Spain,35-44,Business,6/3/2024
610,Female,China,25-34,Couple,4/2/2022
611,Female,United States,35-44,Family,4/17/2022
612,Male,United States,18-24,Family,10/10/2023
613,Female,Brazil,35-44,Family,5/18/2023
614,Male,United Kingdom,25-34,Couple,4/22/2021
615,Female,Italy,35-44,Couple,9/15/2022
616,Other,United States,35-44,Business,7/13/2023
617,Other,Turkey,25-34,Business,2/8/2024
618,Male,France,35-44,Family,1/31/2023
619,Female,France,25-34,Family,5/26/2024
620,Other,United Kingdom,55+,Family,11/20/2020
621,Male,France,55+,Couple,8/5/2023
622,Female,Australia,18-24,Business,3/23/2025
623,Female,United Kingdom,35-44,Family,6/18/2021
624,Male,United States,45-54,Couple,9/30/2021
625,Male,Italy,25-34,Family,2/6/2025
626,Female,Russia,35-44,Solo,5/7/2024
627,Other,United States,45-54,Solo,11/7/2021
628,Female,South Korea,35-44,Family,10/19/2024
629,Male,Brazil,55+,Solo,6/22/2021
630,Female,United States,35-44,Couple,12/4/2023
631,Male,India,45-54,Business,5/31/2021
632,Female,France,25-34,Couple,9/20/2024
633,Female,United States,25-34,Family,12/25/2023
634,Female,Brazil,35-44,Couple,1/2/2023
635,Male,Turkey,35-44,Solo,4/30/2025
636,Other,Italy,55+,Business,4/4/2022
637,Female,Australia,25-34,Business,7/10/2023
638,Male,France,45-54,Couple,2/18/2025
639,Male,Thailand,35-44,Couple,1/5/2021
640,Male,Germany,25-34,Couple,1/20/2024
641,Male,Spain,35-44,Couple,8/27/2020
642,Male,Germany,25-34,Family,6/14/2024
643,Female,New Zealand,18-24,Business,8/25/2020
644,Female,Thailand,35-44,Business,5/24/2021
645,Male,South Africa,55+,Couple,6/1/2022
646,Male,United States,18-24,Business,3/15/2024
647,Female,United Kingdom,45-54,Family,10/16/2024
648,Female,India,55+,Solo,12/14/2023
649,Female,Japan,35-44,Couple,1/22/2024
650,Male,Brazil,25-34,Business,4/28/2023
651,Female,China,25-34,Solo,12/28/2021
652,Female,Brazil,35-44,Business,12/1/2020
653,Male,Germany,35-44,Business,4/8/2023
654,Female,New Zealand,18-24,Family,2/2/2024
655,Other,Russia,25-34,Business,1/6/2022
656,Female,Argentina,25-34,Couple,10/26/2020
657,Other,United States,25-34,Couple,1/14/2021
658,Female,Spain,45-54,Business,6/1/2022
659,Other,United States,45-54,Family,5/5/2024
660,Male,Egypt,35-44,Solo,4/16/2025
661,Male,India,25-34,Couple,6/6/2021
662,Male,Canada,35-44,Couple,4/20/2025
663,Female,United Kingdom,18-24,Business,1/29/2022
664,Male,South Africa,18-24,Couple,10/17/2024
665,Female,Italy,35-44,Couple,2/26/2022
666,Male,United Kingdom,25-34,Family,9/8/2021
667,Male,United Kingdom,55+,Solo,4/20/2024
668,Other,Italy,25-34,Solo,4/5/2024
669,Male,China,18-24,Family,5/21/2023
670,Other,Spain,25-34,Family,9/28/2020
671,Male,United States,25-34,Couple,4/9/2023
672,Female,Germany,45-54,Family,8/15/2023
673,Male,United Kingdom,55+,Business,2/18/2025
674,Female,Turkey,35-44,Business,11/26/2022
675,Other,Brazil,25-34,Couple,10/24/2021
676,Male,United Arab Emirates,45-54,Couple,3/3/2023
677,Male,Spain,55+,Couple,3/19/2024
678,Female,Japan,35-44,Business,4/6/2021
679,Female,Australia,35-44,Family,10/19/2021
680,Female,Thailand,35-44,Couple,8/14/2020
681,Female,Netherlands,25-34,Couple,6/29/2023
682,Female,United States,45-54,Business,11/4/2021
683,Female,Turkey,35-44,Solo,11/19/2022
684,Female,South Korea,25-34,Solo,11/8/2023
685,Female,South Korea,45-54,Solo,7/30/2022
686,Male,United Kingdom,35-44,Solo,4/5/2024
687,Female,Brazil,55+,Couple,7/3/2024
688,Female,South Africa,45-54,Couple,9/27/2022
689,Female,United States,18-24,Solo,6/26/2022
690,Male,United States,25-34,Family,10/1/2024
691,Male,Russia,25-34,Couple,12/31/2021
692,Male,China,25-34,Couple,4/8/2022
693,Male,Japan,45-54,Family,10/8/2022
694,Male,Brazil,25-34,Couple,11/11/2021
695,Other,United States,45-54,Couple,2/26/2023
696,Female,Germany,55+,Business,11/3/2021
697,Other,United States,25-34,Business,11/23/2024
698,Male,United States,35-44,Couple,9/6/2020
699,Female,Japan,18-24,Family,6/20/2023
700,Male,China,25-34,Solo,7/31/2024
701,Male,United States,35-44,Family,12/9/2021
702,Male,Germany,18-24,Couple,6/3/2024
703,Female,United Kingdom,25-34,Couple,11/29/2020
704,Female,Netherlands,25-34,Couple,8/9/2023
705,Female,Turkey,25-34,Couple,4/14/2025
706,Female,Germany,45-54,Business,3/30/2021
707,Male,China,25-34,Family,12/29/2021
708,Female,Netherlands,35-44,Couple,7/30/2021
709,Male,Singapore,25-34,Solo,2/26/2025
710,Other,United Kingdom,18-24,Couple,2/2/2023
711,Female,Canada,25-34,Solo,9/7/2022
712,Other,Germany,35-44,Couple,10/14/2023
713,Female,Germany,45-54,Solo,6/21/2022
714,Male,United Kingdom,45-54,Business,5/17/2021
715,Male,India,25-34,Family,11/16/2024
716,Male,Thailand,35-44,Couple,2/7/2022
717,Male,Australia,35-44,Couple,6/24/2024
718,Male,New Zealand,55+,Couple,2/5/2024
719,Female,China,25-34,Family,4/24/2021
720,Male,Australia,25-34,Couple,10/11/2024
721,Male,France,55+,Family,1/27/2024
722,Female,South Korea,35-44,Family,5/25/2022
723,Male,United States,18-24,Business,9/1/2024
724,Male,United States,35-44,Business,4/9/2022
725,Male,Russia,25-34,Family,7/13/2023
726,Male,United States,25-34,Couple,2/3/2024
727,Male,Canada,35-44,Solo,3/5/2024
728,Male,United Arab Emirates,35-44,Couple,6/22/2022
729,Male,Egypt,55+,Couple,11/16/2022
730,Female,United States,25-34,Couple,7/28/2023
731,Female,Netherlands,35-44,Solo,4/14/2024
732,Female,France,35-44,Business,3/23/2021
733,Female,Japan,35-44,Family,7/5/2021
734,Male,Japan,35-44,Couple,11/20/2021
735,Female,South Korea,45-54,Couple,5/31/2022
736,Female,United Kingdom,45-54,Solo,2/10/2024
737,Male,Canada,35-44,Business,3/14/2024
738,Male,Spain,55+,Couple,12/11/2022
739,Male,France,55+,Family,1/23/2025
740,Male,China,35-44,Family,8/20/2024
741,Male,United States,45-54,Couple,9/4/2020
742,Female,Egypt,25-34,Family,7/19/2024
743,Male,Italy,25-34,Couple,2/25/2024
744,Female,Russia,25-34,Couple,4/19/2023
745,Female,Egypt,25-34,Couple,5/9/2021
746,Other,India,25-34,Couple,9/6/2024
747,Female,United States,45-54,Family,2/4/2023
748,Male,China,35-44,Business,12/28/2021
749,Female,China,18-24,Business,11/1/2023
750,Other,Brazil,25-34,Family,4/6/2023
751,Male,Singapore,35-44,Solo,4/8/2025
752,Male,United States,55+,Couple,12/8/2021
753,Male,Argentina,35-44,Solo,10/11/2023
754,Other,United States,18-24,Couple,4/15/2025
755,Male,United States,25-34,Business,1/18/2025
756,Female,France,35-44,Couple,3/2/2021
757,Female,Canada,25-34,Business,9/8/2022
758,Female,United Arab Emirates,35-44,Couple,12/26/2024
759,Female,United States,35-44,Solo,1/11/2023
760,Male,Spain,25-34,Solo,10/28/2020
761,Female,Argentina,18-24,Solo,1/28/2024
762,Male,Italy,45-54,Solo,8/12/2021
763,Male,Spain,25-34,Solo,1/6/2024
764,Male,Mexico,35-44,Solo,4/2/2025
765,Female,United States,45-54,Couple,1/11/2021
766,Other,United States,25-34,Couple,10/25/2022
767,Male,United Arab Emirates,45-54,Couple,1/20/2022
768,Male,United Kingdom,45-54,Couple,5/23/2024
769,Female,South Korea,45-54,Business,1/3/2023
770,Female,Netherlands,25-34,Family,10/18/2020
771,Other,Japan,35-44,Business,6/24/2024
772,Male,Russia,35-44,Couple,3/1/2022
773,Male,South Africa,35-44,Solo,4/16/2025
774,Male,Spain,35-44,Solo,1/18/2025
775,Female,United States,25-34,Solo,10/26/2021
776,Male,Argentina,25-34,Couple,1/9/2024
777,Male,Argentina,55+,Business,10/16/2020
778,Male,United Kingdom,18-24,Couple,8/1/2024
779,Other,New Zealand,25-34,Family,11/4/2024
780,Male,United States,25-34,Business,3/29/2025
781,Male,Brazil,45-54,Solo,2/27/2023
782,Male,United States,35-44,Couple,9/2/2021
783,Female,United Kingdom,35-44,Couple,4/3/2024
784,Female,United States,18-24,Family,1/18/2025
785,Other,United States,25-34,Family,6/14/2022
786,Female,Germany,45-54,Solo,2/8/2024
787,Female,France,25-34,Family,10/2/2023
788,Female,United States,45-54,Business,4/20/2023
789,Male,France,25-34,Family,1/14/2024
790,Female,United States,25-34,Couple,11/2/2021
791,Other,Canada,25-34,Business,5/29/2023
792,Male,United Kingdom,45-54,Family,1/15/2025
793,Male,Germany,45-54,Solo,8/31/2023
794,Male,India,18-24,Couple,12/10/2023
795,Male,Japan,35-44,Couple,4/22/2025
796,Male,Japan,55+,Couple,7/1/2022
797,Male,China,35-44,Couple,9/4/2020
798,Other,Brazil,18-24,Couple,7/5/2024
799,Male,China,18-24,Solo,8/20/2024
800,Male,United States,25-34,Solo,9/19/2024
801,Other,United Arab Emirates,45-54,Couple,8/30/2021
802,Female,Brazil,25-34,Family,9/24/2020
803,Female,Brazil,35-44,Solo,6/2/2024
804,Female,Netherlands,55+,Family,8/27/2022
805,Male,Canada,35-44,Family,8/23/2022
806,Female,Canada,35-44,Solo,7/8/2025
807,Male,Russia,35-44,Business,9/8/2024
808,Female,Australia,25-34,Couple,5/10/2024
809,Male,India,18-24,Family,10/11/2024
810,Male,Germany,25-34,Business,6/30/2025
811,Male,United Kingdom,18-24,Business,11/6/2022
812,Other,Japan,25-34,Solo,5/20/2022
813,Male,Australia,55+,Couple,2/3/2022
814,Female,United States,35-44,Couple,9/26/2024
815,Male,China,45-54,Family,6/23/2023
816,Female,Australia,18-24,Business,8/13/2022
817,Female,Germany,55+,Family,6/2/2025
818,Male,Japan,45-54,Couple,2/2/2024
819,Male,Spain,45-54,Couple,9/6/2020
820,Female,France,55+,Couple,1/14/2025
821,Female,China,45-54,Family,7/5/2022
822,Male,United States,25-34,Family,7/21/2022
823,Male,India,35-44,Couple,10/25/2021
824,Other,Japan,25-34,Family,6/5/2021
825,Male,Brazil,35-44,Solo,2/17/2024
826,Female,Turkey,55+,Couple,12/31/2020
827,Male,France,35-44,Solo,7/27/2022
828,Male,Turkey,25-34,Couple,4/11/2024
829,Other,New Zealand,25-34,Family,7/8/2025
830,Male,China,25-34,Business,12/5/2021
831,Female,United Kingdom,25-34,Couple,1/26/2024
832,Male,Germany,25-34,Couple,12/4/2022
833,Female,Germany,18-24,Business,3/10/2023
834,Female,China,25-34,Solo,4/1/2022
835,Female,United States,25-34,Family,2/12/2022
836,Male,United States,45-54,Business,1/27/2023
837,Male,Australia,35-44,Couple,8/19/2022
838,Female,Nigeria,35-44,Solo,1/15/2025
839,Female,Russia,45-54,Couple,3/20/2024
840,Female,France,18-24,Solo,11/25/2020
841,Other,Canada,25-34,Business,11/4/2023
842,Female,France,25-34,Couple,10/6/2021
843,Male,United States,25-34,Couple,8/8/2021
844,Male,China,25-34,Family,10/20/2023
845,Female,Germany,45-54,Business,2/21/2023
846,Female,France,45-54,Business,4/1/2025
847,Female,Turkey,18-24,Couple,10/16/2023
848,Female,United States,25-34,Couple,12/14/2022
849,Female,United States,25-34,Couple,4/7/2024
850,Female,France,35-44,Solo,11/5/2022
851,Male,United Kingdom,35-44,Business,1/11/2024
852,Male,United States,35-44,Family,5/27/2023
853,Male,Turkey,45-54,Family,4/9/2022
854,Female,South Africa,45-54,Couple,6/18/2024
855,Female,United Kingdom,25-34,Solo,4/8/2021
856,Female,Russia,45-54,Family,3/1/2023
857,Male,United States,25-34,Business,2/4/2024
858,Female,Spain,25-34,Solo,7/4/2022
859,Male,South Korea,35-44,Business,4/16/2023
860,Male,United Kingdom,25-34,Business,3/9/2023
861,Male,Brazil,25-34,Couple,12/21/2021
862,Male,Thailand,55+,Couple,11/18/2022
863,Male,China,35-44,Couple,6/24/2023
864,Female,Canada,25-34,Couple,3/29/2022
865,Male,Thailand,45-54,Solo,4/30/2025
866,Other,Thailand,18-24,Family,8/13/2023
867,Male,Canada,25-34,Solo,3/29/2022
868,Male,South Africa,55+,Family,5/15/2021
869,Male,Germany,25-34,Couple,1/21/2023
870,Male,France,18-24,Couple,9/10/2023
871,Male,New Zealand,25-34,Couple,7/7/2022
872,Male,Japan,25-34,Couple,11/15/2022
873,Female,Turkey,45-54,Family,6/15/2022
874,Other,United Arab Emirates,25-34,Business,9/18/2024
875,Male,France,18-24,Business,7/20/2022
876,Male,Nigeria,18-24,Family,2/20/2021
877,Male,United States,35-44,Family,1/22/2024
878,Other,Canada,18-24,Couple,11/29/2022
879,Female,Russia,35-44,Solo,5/11/2021
880,Male,Canada,45-54,Couple,10/14/2024
881,Female,United Kingdom,18-24,Family,1/17/2023
882,Male,New Zealand,45-54,Solo,12/25/2024
883,Female,Canada,35-44,Couple,10/17/2023
884,Female,Brazil,18-24,Family,3/19/2025
885,Female,United States,25-34,Business,1/15/2024
886,Other,United States,18-24,Couple,7/3/2024
887,Female,United Kingdom,45-54,Business,2/20/2022
888,Other,Italy,25-34,Family,3/1/2024
889,Female,Italy,55+,Family,9/6/2022
890,Male,France,25-34,Couple,9/13/2023
891,Male,Italy,45-54,Solo,1/14/2023
892,Female,Germany,55+,Business,10/29/2024
893,Other,Australia,18-24,Couple,7/8/2021
894,Male,Canada,35-44,Couple,6/8/2022
895,Female,United States,25-34,Business,8/15/2021
896,Female,Germany,45-54,Business,10/11/2021
897,Male,Canada,45-54,Business,5/1/2025
898,Female,Germany,35-44,Couple,8/29/2020
899,Male,China,25-34,Business,3/24/2021
900,Male,Japan,35-44,Family,8/5/2021
901,Female,United Kingdom,25-34,Couple,12/12/2024
902,Male,China,25-34,Family,9/9/2022
903,Male,United Kingdom,35-44,Couple,5/15/2025
904,Male,United States,45-54,Couple,5/8/2024
905,Male,Nigeria,25-34,Business,7/14/2024
906,Other,Brazil,35-44,Business,7/25/2022
907,Female,Mexico,45-54,Couple,3/4/2024
908,Male,United Arab Emirates,18-24,Business,11/17/2023
909,Male,France,45-54,Couple,10/29/2023
910,Female,Japan,35-44,Solo,10/6/2023
911,Male,United Kingdom,25-34,Solo,1/22/2021
912,Female,Argentina,45-54,Business,9/25/2023
913,Male,Turkey,45-54,Couple,5/12/2022
914,Male,New Zealand,25-34,Family,5/1/2021
915,Female,United Arab Emirates,25-34,Family,10/14/2022
916,Male,United Kingdom,55+,Couple,1/31/2022
917,Other,Germany,35-44,Family,12/1/2024
918,Male,Italy,35-44,Couple,9/22/2022
919,Female,South Korea,35-44,Couple,11/27/2024
920,Female,Spain,25-34,Family,4/28/2024
921,Female,France,25-34,Couple,12/9/2023
922,Female,Canada,25-34,Couple,11/5/2020
923,Male,South Korea,25-34,Couple,11/3/2023
924,Female,South Africa,25-34,Couple,9/26/2023
925,Female,Australia,35-44,Couple,2/6/2022
926,Male,Nigeria,25-34,Couple,9/23/2021
927,Male,Brazil,35-44,Solo,10/27/2023
928,Male,Germany,25-34,Family,10/25/2023
929,Female,China,45-54,Business,1/26/2024
930,Female,Nigeria,35-44,Family,11/25/2023
931,Male,Netherlands,25-34,Solo,6/5/2024
932,Female,India,18-24,Couple,1/25/2021
933,Male,United States,18-24,Solo,12/8/2023
934,Female,China,25-34,Business,9/3/2021
935,Male,Japan,35-44,Couple,1/16/2024
936,Male,Egypt,25-34,Couple,5/29/2021
937,Female,Singapore,25-34,Business,9/14/2024
938,Male,United States,25-34,Couple,12/23/2023
939,Female,United Arab Emirates,35-44,Couple,8/30/2024
940,Female,United Kingdom,25-34,Business,6/19/2024
941,Female,United Arab Emirates,35-44,Family,12/12/2024
942,Female,India,35-44,Couple,5/21/2023
943,Male,United Kingdom,35-44,Family,10/7/2020
944,Female,Spain,45-54,Family,2/18/2021
945,Male,United States,25-34,Couple,5/15/2023
946,Male,United States,45-54,Couple,2/23/2024
947,Female,Spain,18-24,Family,4/17/2022
948,Female,Spain,25-34,Solo,5/15/2024
949,Male,United States,18-24,Family,10/21/2023
950,Male,Singapore,45-54,Solo,11/30/2020
951,Male,United States,55+,Business,2/21/2021
952,Male,Canada,55+,Solo,6/30/2022
953,Male,France,35-44,Family,7/20/2025
954,Male,Brazil,25-34,Couple,12/26/2024
955,Female,United States,35-44,Couple,3/27/2022
956,Male,Germany,25-34,Couple,5/6/2023
957,Female,Singapore,45-54,Couple,5/18/2024
958,Female,South Korea,18-24,Couple,1/8/2022
959,Male,Australia,25-34,Business,11/3/2024
960,Male,Russia,55+,Business,8/14/2022
961,Female,Germany,55+,Family,12/2/2023
962,Female,United States,45-54,Family,9/14/2023
963,Female,United Kingdom,55+,Solo,3/23/2023
964,Male,United States,35-44,Family,12/25/2021
965,Female,France,35-44,Couple,7/2/2024
966,Female,United Kingdom,25-34,Family,1/25/2022
967,Female,South Korea,25-34,Couple,7/8/2021
968,Female,Germany,35-44,Solo,10/18/2023
969,Male,United States,25-34,Solo,11/25/2022
970,Male,Canada,35-44,Business,4/16/2024
971,Female,United States,18-24,Business,6/25/2025
972,Female,Germany,35-44,Couple,11/7/2022
973,Male,United Kingdom,45-54,Business,10/12/2024
974,Female,United States,35-44,Family,12/15/2023
975,Other,United States,25-34,Couple,3/30/2024
976,Female,United Kingdom,35-44,Solo,6/8/2025
977,Female,United Kingdom,18-24,Couple,6/9/2022
978,Male,China,25-34,Solo,1/24/2021
979,Male,Japan,35-44,Family,12/6/2020
980,Male,United States,55+,Family,7/30/2025
981,Female,Canada,25-34,Couple,10/10/2023
982,Other,Egypt,25-34,Business,5/19/2023
983,Female,Netherlands,45-54,Business,4/6/2023
984,Female,Russia,25-34,Family,4/9/2023
985,Female,United Arab Emirates,35-44,Couple,11/15/2020
986,Female,United States,35-44,Couple,6/5/2022
987,Other,Germany,25-34,Solo,8/7/2024
988,Other,Brazil,35-44,Business,12/27/2020
989,Female,France,18-24,Solo,6/2/2021
990,Female,Germany,45-54,Solo,5/6/2022
991,Male,France,25-34,Business,9/13/2022
992,Male,United States,18-24,Family,10/10/2023
993,Male,United States,25-34,Couple,5/17/2024
994,Male,United States,25-34,Family,1/20/2025
995,Male,Brazil,55+,Family,1/15/2025
996,Other,United Kingdom,18-24,Solo,12/12/2021
997,Female,Japan,35-44,Solo,4/14/2021
998,Other,United Kingdom,55+,Business,9/11/2020
999,Female,United Kingdom,55+,Couple,4/11/2022
1000,Male,United Kingdom,25-34,Couple,9/12/2024
1001,Male,France,35-44,Solo,11/2/2024
1002,Female,Australia,25-34,Couple,4/15/2023
1003,Female,Germany,25-34,Couple,1/28/2021
1004,Male,South Korea,18-24,Business,11/26/2023
1005,Male,South Korea,25-34,Family,5/23/2025
1006,Female,New Zealand,55+,Family,5/3/2024
1007,Female,France,18-24,Business,12/25/2021
1008,Male,South Africa,25-34,Business,5/16/2023
1009,Male,Canada,35-44,Solo,6/20/2024
1010,Other,Spain,18-24,Couple,11/21/2023
1011,Male,United Kingdom,25-34,Solo,1/25/2024
1012,Other,United States,55+,Business,8/10/2020
1013,Other,France,35-44,Couple,6/25/2022
1014,Male,Brazil,35-44,Couple,5/4/2022
1015,Male,New Zealand,25-34,Couple,8/16/2021
1016,Female,United Kingdom,35-44,Couple,4/6/2023
1017,Female,United Arab Emirates,45-54,Family,7/10/2025
1018,Female,China,35-44,Family,12/31/2024
1019,Male,Turkey,25-34,Business,2/14/2025
1020,Female,Netherlands,25-34,Solo,6/29/2025
1021,Male,United Arab Emirates,45-54,Couple,9/9/2020
1022,Male,United States,35-44,Family,8/29/2023
1023,Female,Spain,45-54,Business,11/8/2022
1024,Female,China,25-34,Business,12/17/2020
1025,Male,United States,25-34,Solo,8/21/2024
1026,Female,Netherlands,35-44,Couple,8/8/2023
1027,Male,Australia,35-44,Couple,11/12/2024
1028,Female,Italy,55+,Solo,12/19/2021
1029,Other,India,25-34,Solo,11/6/2021
1030,Male,United Kingdom,35-44,Couple,11/2/2021
1031,Female,Japan,35-44,Couple,11/9/2022
1032,Other,France,25-34,Family,6/13/2025
1033,Female,Brazil,25-34,Couple,2/8/2023
1034,Other,China,45-54,Solo,1/27/2021
1035,Female,United States,35-44,Family,2/20/2024
1036,Female,Russia,45-54,Family,5/6/2024
1037,Female,Canada,35-44,Couple,4/17/2024
1038,Male,United States,55+,Solo,10/23/2022
1039,Male,United States,45-54,Family,11/28/2020
1040,Male,South Africa,45-54,Couple,10/17/2023
1041,Female,China,18-24,Family,5/19/2025
1042,Male,Argentina,18-24,Solo,3/22/2023
1043,Female,Brazil,35-44,Couple,3/3/2024
1044,Other,United States,45-54,Couple,8/6/2021
1045,Male,Japan,35-44,Business,7/13/2024
1046,Other,United States,18-24,Solo,8/7/2021
1047,Female,Brazil,25-34,Couple,8/29/2023
1048,Male,India,25-34,Business,1/4/2021
1049,Male,United Kingdom,25-34,Solo,1/22/2025
1050,Female,United States,45-54,Family,3/29/2021
1051,Female,United Kingdom,35-44,Solo,1/7/2023
1052,Male,United Kingdom,35-44,Solo,1/24/2025
1053,Male,Canada,35-44,Business,12/2/2020
1054,Female,Germany,18-24,Family,2/3/2021
1055,Female,Germany,45-54,Family,12/22/2022
1056,Male,Italy,25-34,Solo,4/19/2025
1057,Female,United States,55+,Couple,4/4/2025
1058,Female,South Korea,25-34,Family,10/27/2024
1059,Male,Thailand,35-44,Couple,6/19/2022
1060,Other,United Kingdom,45-54,Family,4/2/2024
1061,Female,Japan,35-44,Solo,2/6/2022
1062,Female,India,35-44,Solo,3/29/2021
1063,Other,United Kingdom,45-54,Solo,7/24/2025
1064,Female,Argentina,35-44,Family,9/14/2020
1065,Female,United States,25-34,Family,10/14/2023
1066,Female,United Kingdom,18-24,Couple,5/30/2022
1067,Male,Canada,25-34,Couple,8/19/2022
1068,Male,United Arab Emirates,35-44,Family,10/30/2020
1069,Female,Brazil,35-44,Couple,1/27/2024
1070,Female,Russia,25-34,Business,7/12/2023
1071,Female,France,55+,Couple,12/3/2022
1072,Female,Canada,35-44,Solo,10/9/2023
1073,Male,Canada,35-44,Business,11/28/2024
1074,Male,Japan,18-24,Family,12/12/2021
1075,Male,Germany,35-44,Solo,3/21/2021
1076,Female,Mexico,55+,Couple,6/1/2021
1077,Male,United States,35-44,Couple,7/21/2021
1078,Male,United Arab Emirates,35-44,Couple,8/2/2021
1079,Male,Brazil,45-54,Couple,7/20/2022
1080,Male,Italy,25-34,Business,2/9/2025
1081,Female,Germany,45-54,Solo,9/6/2020
1082,Male,France,55+,Business,7/8/2025
1083,Male,United States,35-44,Couple,4/30/2021
1084,Female,Canada,45-54,Solo,8/11/2024
1085,Female,France,35-44,Couple,6/5/2025
1086,Female,United States,25-34,Couple,1/17/2023
1087,Female,United States,55+,Business,8/31/2024
1088,Other,Australia,35-44,Business,5/11/2024
1089,Other,Russia,25-34,Solo,3/24/2023
1090,Other,Spain,35-44,Business,7/4/2024
1091,Female,India,25-34,Business,5/7/2024
1092,Female,Mexico,25-34,Business,2/25/2021
1093,Male,Spain,35-44,Couple,2/17/2025
1094,Other,United States,25-34,Couple,12/17/2024
1095,Female,Argentina,25-34,Solo,10/14/2023
1096,Female,Spain,45-54,Family,12/11/2020
1097,Female,Japan,25-34,Couple,8/27/2023
1098,Female,Canada,35-44,Family,1/26/2024
1099,Male,Germany,45-54,Solo,10/5/2021
1100,Male,Germany,45-54,Couple,6/9/2021
1101,Female,Argentina,25-34,Couple,6/4/2025
1102,Male,China,25-34,Family,3/28/2021
1103,Male,United States,25-34,Solo,8/5/2025
1104,Female,United States,35-44,Couple,2/15/2025
1105,Female,Germany,25-34,Family,11/23/2024
1106,Female,Spain,25-34,Couple,4/7/2023
1107,Female,France,35-44,Family,3/1/2023
1108,Female,Argentina,25-34,Family,3/21/2024
1109,Female,South Africa,18-24,Couple,11/6/2022
1110,Female,Thailand,25-34,Couple,8/15/2020
1111,Male,United Kingdom,25-34,Couple,12/24/2024
1112,Male,Japan,18-24,Business,12/19/2022
1113,Male,United Kingdom,35-44,Family,8/9/2022
1114,Male,Germany,25-34,Family,8/26/2021
1115,Male,Thailand,35-44,Family,1/25/2025
1116,Male,France,35-44,Couple,6/30/2021
1117,Female,Japan,45-54,Couple,1/12/2024
1118,Female,United States,25-34,Couple,6/18/2023
1119,Male,Nigeria,35-44,Family,3/12/2024
1120,Male,Argentina,35-44,Couple,12/30/2024
1121,Female,New Zealand,55+,Solo,8/23/2020
1122,Female,United Kingdom,35-44,Solo,8/23/2024
1123,Female,Brazil,45-54,Family,7/3/2023
1124,Male,Germany,25-34,Couple,2/7/2025
1125,Female,South Korea,35-44,Solo,8/14/2024
1126,Female,France,35-44,Family,10/7/2023
1127,Female,France,25-34,Business,3/7/2021
1128,Male,Germany,18-24,Couple,2/21/2023
1129,Female,Spain,18-24,Family,10/26/2021
1130,Male,Egypt,18-24,Solo,10/10/2023
1131,Male,Spain,18-24,Solo,12/22/2023
1132,Other,United Kingdom,25-34,Couple,3/25/2023
1133,Female,Netherlands,35-44,Couple,10/11/2021
1134,Female,Italy,18-24,Couple,2/28/2022
1135,Male,Canada,45-54,Couple,12/4/2020
1136,Female,Brazil,35-44,Couple,4/20/2023
1137,Male,Nigeria,25-34,Business,6/4/2025
1138,Female,Canada,25-34,Solo,5/4/2022
1139,Male,China,45-54,Family,4/19/2023
1140,Male,Canada,25-34,Family,7/26/2022
1141,Male,Canada,35-44,Couple,9/29/2024
1142,Male,Germany,35-44,Family,9/6/2021
1143,Male,Australia,18-24,Family,12/12/2024
1144,Female,United States,25-34,Family,10/29/2024
1145,Female,United States,45-54,Solo,10/15/2023
1146,Other,United Kingdom,35-44,Business,10/6/2021
1147,Male,New Zealand,18-24,Solo,9/5/2020
1148,Female,Spain,18-24,Family,9/26/2022
1149,Other,Canada,35-44,Business,10/28/2022
1150,Female,Germany,25-34,Couple,1/16/2024
1151,Male,United Kingdom,45-54,Solo,6/3/2022
1152,Female,France,45-54,Business,12/20/2023
1153,Other,Spain,25-34,Couple,5/18/2023
1154,Male,France,25-34,Solo,6/19/2022
1155,Male,United States,35-44,Solo,9/21/2023
1156,Female,Germany,25-34,Solo,8/24/2022
1157,Male,Germany,45-54,Family,6/12/2025
1158,Male,Thailand,25-34,Couple,3/22/2023
1159,Female,Japan,35-44,Family,11/27/2022
1160,Female,Japan,35-44,Couple,7/1/2024
1161,Female,United States,25-34,Couple,6/7/2024
1162,Female,United States,25-34,Couple,8/23/2021
1163,Male,South Korea,45-54,Couple,12/9/2020
1164,Female,Germany,55+,Couple,3/20/2024
1165,Female,Germany,35-44,Family,8/13/2023
1166,Male,United States,18-24,Family,12/7/2022
1167,Female,Brazil,35-44,Business,12/7/2022
